,Neighborhood_FID,Distance_University,Park_1,Park_2,Distance_Oper,buildings_total_units,n_occupied_by_owner,n_ownership_with_current_household,n_owned_without_current_household,n_rented_for_residential_purposes,n_rented_with_current_household,n_rented_without_current_household,n_vacation_and_leisure,n_vacant,n_diplomatic_army,n_commercial_use,we_private_individuals,we_private_companies_legal_entities,we_public_companies,we_housing_cooperative,we_does_not_apply_since_no_condominium,w_less_30,w_30_60,w_60_100,w_100_and_more,w_gewerblich,r_1,r_2,r_3,r_4,r_5,r_6,r_7_and_more,r_gewerblich,gs_buildings_with_living_space,gs_residential_buildings,gs_residential_buildings_no_dormitories,gs_dormitory,gs_other_building_with_living_space,j_before_1919,j_1919_1948,j_1949_1978,j_1979_1995,j_1996_2008,j_2009_and_later,e_community_of_apartment_owners,e_private_persons,e_housing_cooperative,e_municipality_housing_company,e_private_housing_company,e_other_private_company,e_federal_or_state_government,e_nonprofit_organization,gt_detached_house,gt_semidetached_house,gt_terraced_house,gt_other_type_of_building,gg_detached_single_family_house,gg_onefamily_semidetached,gg_onefamily_terraced_house,gg_detached_twofamily,gg_twofamily_semidetached_house,gg_twofamily_terraced_house,gg_apartment_3_6,gg_apartment_7_12,gg_apartment_13,gg_other_building_type,h_district,h_floor,h_block,h_central,h_stoves_night,h_no_heating,z_1_apart,z_2_apart,z_3_6_apart,z_7_12_apart,z_13_and_more_apart,families_total_units,famk_couple_wout_child,famk_couple_1_child_less_18,famk_couple_children_more_18,famk_reg_partner_wout_child,famk_reg_partner_1_child_less_18,famk_reg_partner_children_more_18,famk_nonmarital_wout_child,famk_nonmarital_1_child_less_18,famk_nonmarital_children_more_18,famk_fathers_1_child_less_18,famk_fathers_children_more_18,famk_mothers_1_child_less_18,famk_mothers_children_more_18,famk_wout_child,famk_with_child,famk_single_parent,famk_couple,famk_reg_partner,famk_nonmarital,famk_fathers,famk_mothers,famgr_2_pers,famgr_3_pers,famgr_4_pers,famgr_5_pers,famgr_6_more,fams_seniors_only_x,fams_seniors_young_x,fams_wout_seniors_x,households_total_units,hhtyp_single,hhtyp_couples_wout_child,hhtyp_couples_with_child,hhtyp_single_parent,hhtyp_multiplepers_wout_nuclear,hhleb_single,hhleb_married_couples,hhleb_registered_partner,hhleb_nonmarital_partner,hhleb_single_mothers,hhleb_single_fathers,hhleb_multipers_wout_nuclear,hhgr_1_pers,hhgr_2_pers,hhgr_3_pers,hhgr_4_pers,hhgr_5_pers,hhgr_6_more,fams_seniors_only_y,fams_seniors_young_y,fams_wout_seniors_y,population_total_units,al_10_under,al_10_19,al_20_29,al_30_39,al_40_49,al_50_59,al_60_69,al_70_79,al_80_over,alk_18_under,alk_18_29,alk_30_49,alk_50_64,alk_65_over,fam_single,fam_married,fam_widowed,fam_divorced,fam_civil_partner,fam_civil_partner_deceased,fam_civil_partner_dissolved,fam_unknown,geb_germany,geb_eu27,geb_other_europe,geb_other_world,geb_other,ght_male,ght_female,re_roman_catholic,re_protestant,re_other,sg_germany,sg_eu27,sg_other_europe,sg_other_world,sg_other,sh_germany,sh_bosnia,sh_greece,sh_italy,sh_kazakhstan,sh_croatia,sh_netherlands,sh_austria,sh_poland,sh_romania,sh_russia,sh_turkey,sh_ukraine,sh_other,sk_germany,sk_abroad,sz_one,sz_mult_german_foreign,sz_mult_foreign_only,sz_unknown,Area_Types,Area_Count,City_Name,Bare vegetation,Built-up,Cropland,Grassland,Herbaceous wetland,Permanent water bodies,Shrubland,Tree Cover,Number_ways,Length_ways,Distance_station,Distance_monuments,Distance_POI
176,13,5146050.36950736,5145404.201366166,5132152.765675906,5146050.36950736,7392,0,467,0,0,6355,79,0,414,0,0,765,54,0,10,6543,130,4201,2436,217,0,77,700,2780,2830,693,172,34,0,0,0,7211,50,126,856,1651,3997,380,267,16,835,1265,2582,10,2475,43,0,3,1744,438,2953,2233,78,53,87,78,18,6,1169,3067,558,2233,4843,229,177,1982,43,0,229,113,1205,4727,1089,3489,1704,373,167,0,0,0,325,215,12,12,9,375,120,0,0,0,0,0,0,0,0,2506,597,291,31,6,982,305,2173,6857,3235,2045,836,578,112,3235,2286,0,597,517,31,112,3235,2564,615,305,41,12,0,0,0,12564,989,738,1717,1319,1690,1398,1914,1877,873,1593,1881,3024,2152,3921,5105,4957,1121,1360,9,0,0,0,11980,228,56,132,75,5904,6662,317,1298,10928,12367,59,23,71,0,12367,0,10,0,0,0,0,0,6,0,0,0,9,118,12367,185,12421,122,0,0,Residential,3,Dresden,352,10243,32,5089,2,2707,,17117,107,8622.881976769924,4507.738016510402,5145084.109794724,5145695.270865726
177,15,5152887.323539925,5152242.227984059,5138987.818560548,5152887.323539925,1036,0,83,0,0,848,14,0,87,0,0,287,22,0,0,721,57,340,528,46,0,92,150,251,380,123,21,12,0,0,0,1016,10,6,255,32,131,381,175,0,312,261,399,0,20,19,0,0,400,86,515,30,17,3,0,23,9,0,195,427,324,30,472,50,0,449,36,3,27,34,211,438,324,483,241,66,23,0,0,0,51,48,0,3,0,20,3,0,0,0,0,0,0,0,0,324,101,50,6,0,118,35,329,933,425,291,146,48,17,425,333,0,104,40,3,17,425,335,100,58,9,0,0,0,0,1694,159,89,242,256,213,241,197,227,69,231,258,466,326,401,765,698,105,119,0,0,0,0,1639,21,6,7,9,826,864,39,207,1448,1678,3,3,6,0,1678,0,0,0,0,0,0,0,0,0,3,0,0,7,1678,9,1687,3,0,0,AgriculturalArea_CommercialBuildingArea_Residential,7,Dresden,9,1427,0,207,0,0,,7679,10,1202.2928751338393,9187.33157266056,5151920.98094749,5152532.360621037
178,18,5154881.918358259,5154232.900098522,5140989.368480818,5154881.918358259,2090,0,104,3,0,1829,48,0,104,0,0,954,87,0,0,1038,33,966,942,85,0,228,479,773,463,103,18,13,0,0,0,2026,0,63,1050,515,68,140,248,9,1049,480,0,0,186,312,0,0,191,46,1814,34,3,0,0,10,0,0,105,1096,827,34,147,84,36,1628,146,0,3,10,111,1126,827,731,167,107,21,0,0,0,186,116,0,10,0,88,21,0,0,0,0,0,0,0,0,440,162,107,12,0,37,33,650,1932,1092,355,251,124,109,1092,293,0,307,110,13,109,1092,503,202,107,21,0,0,0,0,3202,379,153,1005,734,337,250,160,118,69,489,1048,1068,334,266,2177,664,105,242,18,0,0,0,3006,48,59,59,12,1641,1561,135,433,2631,3083,32,58,21,0,3083,0,0,3,0,0,0,3,3,0,21,3,7,60,3083,123,3134,70,0,0,AgriculturalArea_Residential,4,Dresden,109,1128,0,1127,0,0,,1539,60,2319.706580579433,8343.507725023275,5153915.87970176,5154526.459655177
179,20,5140806.483679092,5140158.977036346,5126911.255223225,5140806.483679092,4502,0,487,3,0,3740,71,3,146,0,0,1649,133,0,0,2699,169,1297,2157,517,0,296,668,1262,1343,553,168,113,0,0,0,4367,0,133,1222,440,368,1191,952,40,1798,1163,145,3,1053,140,0,13,2236,152,1091,982,90,35,19,129,9,8,684,1466,1019,982,1695,89,54,2441,80,20,172,178,781,1901,1469,2101,635,480,111,0,0,0,262,232,0,7,0,212,48,0,0,0,0,0,0,0,0,1122,501,350,61,3,240,138,1706,4250,2005,899,866,328,115,2005,1253,0,514,277,17,115,2005,1177,547,355,72,6,0,0,0,8178,1089,648,1239,1573,1461,884,544,509,244,1630,1343,3034,1154,1034,4536,2681,297,662,12,0,0,0,7631,175,123,144,40,4132,4037,453,1359,6353,7847,125,92,63,0,7847,0,0,12,3,0,0,0,19,0,27,3,38,167,7847,313,7995,164,0,0,AgriculturalArea_MixedUseArea_Residential,15,Dresden,565,10459,147,2502,0,1561,,7364,88,6530.744191745381,6125.269072362296,5139840.327670448,5140451.215784926
180,24,5144551.520515799,5143907.691338784,5130649.783196598,5144551.520515799,791,0,467,0,0,243,9,0,36,0,0,116,0,0,0,677,0,80,266,197,0,6,40,111,182,197,122,69,0,0,0,784,0,9,172,242,29,88,126,12,117,632,0,0,21,10,0,3,583,154,29,14,254,139,18,128,12,0,167,75,0,14,15,46,0,639,36,0,423,139,178,75,0,518,217,121,51,0,0,0,28,18,0,0,0,0,15,0,0,0,0,0,0,0,0,290,112,79,0,0,109,53,334,726,191,250,226,30,0,191,397,0,58,27,0,0,191,275,112,91,6,0,0,0,0,1758,186,135,145,201,321,217,198,202,130,289,177,516,310,450,649,867,118,94,0,0,0,0,1681,25,6,3,8,833,918,90,386,1273,1731,9,6,0,0,1731,0,0,0,0,0,0,0,0,0,3,0,3,9,1731,19,1734,15,0,0,AgriculturalArea_Residential,8,Dresden,120,7519,1104,1424,0,0,,9447,4,576.3657779651103,9880.650339124768,5143585.080486489,5144196.7177324165
181,25,5141357.087023965,5140710.370785051,5127460.45654339,5141357.087023965,764,0,462,0,0,253,0,0,18,0,0,55,0,0,0,706,6,91,243,153,0,0,41,133,194,159,117,27,0,0,0,744,0,9,154,199,62,91,121,0,56,653,0,0,41,0,0,0,657,59,17,15,301,41,8,193,16,9,127,32,28,15,6,35,3,644,23,0,365,224,132,32,28,501,222,54,57,0,0,0,19,20,0,0,0,6,0,0,0,0,0,0,0,0,0,293,117,36,6,0,79,68,318,736,226,259,182,24,0,226,376,0,63,18,0,0,226,279,118,64,12,0,0,0,0,1573,135,75,161,170,261,267,230,172,82,197,175,447,372,381,575,806,88,77,0,0,0,0,1530,9,0,3,0,795,772,24,321,1221,1565,0,0,0,0,1565,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,0,1568,0,0,0,AgriculturalArea_CommercialBuildingArea_Residential,7,Dresden,1314,18395,4327,10590,30,2054,,11763,37,1852.341916972509,6288.514569731054,5140390.869757466,5141001.919036128
182,26,5145697.33910931,5145049.021230829,5131803.548703525,5145697.33910931,198,0,98,0,0,80,0,0,12,0,0,30,7,0,0,162,0,42,51,51,0,6,14,42,47,32,22,18,0,0,0,189,0,9,48,16,6,3,92,0,39,141,0,0,0,17,0,0,141,12,27,13,40,10,25,43,3,3,31,35,0,13,0,9,0,170,0,0,84,50,34,35,0,128,56,20,3,0,0,0,4,16,0,0,0,0,3,0,0,0,0,0,0,0,0,75,29,16,0,0,14,12,92,179,49,64,59,9,0,49,90,0,21,6,3,0,49,73,26,19,0,0,0,0,0,412,42,39,38,65,69,65,29,48,22,80,39,130,79,88,167,191,26,29,0,0,0,0,399,6,0,0,3,215,195,10,80,317,408,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,405,6,0,0,Residential,2,Dresden,26,586,8529,2653,0,36,,4068,85,3867.5109693658887,1096.463604696121,5144731.246048916,5145341.968770017
183,27,5152670.761760113,5152021.339131052,5138778.932503569,5152670.761760113,327,0,135,0,0,150,0,0,16,0,0,69,0,0,0,257,0,41,133,52,0,0,27,67,76,54,25,22,0,0,0,321,0,3,125,73,6,13,52,5,70,246,0,0,0,0,0,0,300,15,6,3,90,11,3,77,4,0,106,37,0,3,9,28,3,256,20,0,106,81,109,37,0,179,67,27,12,0,0,0,3,3,0,0,0,3,6,0,0,0,0,0,0,0,0,109,34,15,3,0,24,16,116,305,115,83,54,30,3,115,116,0,9,24,0,3,115,110,35,15,0,0,0,0,0,692,63,56,81,66,133,97,93,59,30,107,96,206,135,146,287,293,31,77,0,0,0,0,616,9,11,36,11,370,320,22,153,504,635,11,15,30,0,635,0,0,0,0,0,0,0,0,0,5,0,3,45,635,56,680,12,0,0,AgriculturalArea_Residential,3,Dresden,195,4584,71,742,0,0,,1622,1,204.3526679897473,6533.150065158412,5151704.754620147,5152315.251966756
184,28,5136116.782643084,5135470.21466268,5122219.8920558095,5136116.782643084,78,0,35,0,0,19,0,0,9,0,0,11,0,0,0,62,0,3,15,16,0,0,3,6,20,10,9,0,0,0,0,72,0,3,40,11,3,0,6,0,11,58,0,0,0,0,0,0,56,5,0,15,3,0,0,38,0,0,19,0,0,15,0,0,0,67,3,0,7,48,22,0,0,56,23,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,0,0,3,3,33,71,15,30,15,3,0,15,41,0,13,3,0,0,15,26,13,3,0,0,0,0,0,170,22,7,21,29,25,17,20,22,6,28,21,55,24,42,69,88,6,3,0,0,0,0,162,0,0,0,0,87,81,0,66,95,170,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,169,0,0,0,AgriculturalArea_Residential,4,Dresden,95,296,12778,8533,17,12,,5941,8,5689.935685762108,11212.832089268632,5135150.553944881,5135761.633338239
185,33,5143559.945437568,5142911.887281708,5129665.694717703,5143559.945437568,1579,0,227,4,0,1266,13,0,53,0,0,478,6,0,10,1082,15,562,761,153,0,26,110,614,597,117,56,13,0,0,0,1567,0,10,227,381,518,151,169,11,495,372,477,0,63,84,0,21,426,221,900,22,60,43,6,50,6,14,315,648,394,22,791,47,13,687,8,0,119,71,318,649,409,837,417,138,47,0,0,0,77,56,0,0,3,45,13,0,0,0,0,0,0,0,0,564,171,93,6,0,213,66,545,1500,620,502,258,80,24,620,608,0,145,71,3,24,620,572,180,95,7,0,0,0,0,2774,266,149,337,367,428,331,406,390,111,389,357,794,498,731,1076,1286,179,232,9,0,0,0,2669,51,10,24,4,1347,1426,66,330,2375,2755,9,6,0,0,2755,0,0,0,0,0,0,0,0,0,0,0,0,9,2755,17,2752,15,0,0,AgriculturalArea_Residential,3,Dresden,23,2751,188,3188,0,0,,3835,34,1953.255080646192,3199.91906570688,5142593.832215249,5143204.607886733
186,34,5150309.411036189,5149663.8729527965,5136410.689919191,5150309.411036189,1661,0,559,0,0,978,12,0,76,0,0,271,6,0,81,1305,33,293,715,204,0,3,123,408,501,286,108,81,0,0,0,1635,0,15,557,304,98,304,200,0,362,883,150,3,153,43,0,0,1078,110,353,103,303,41,14,255,25,6,605,291,24,103,325,117,0,1014,60,45,373,290,659,315,34,992,434,165,77,0,0,0,35,61,0,3,0,59,15,0,0,0,0,0,0,0,0,578,240,114,6,3,164,118,676,1547,512,493,361,111,15,512,716,0,114,86,9,15,512,561,254,114,10,3,0,0,0,3259,277,271,345,352,536,487,394,359,187,518,382,915,666,797,1254,1534,227,233,0,0,3,0,3137,44,9,3,18,1569,1674,106,551,2579,3225,5,14,0,0,3225,0,3,0,0,0,0,0,0,0,0,7,0,3,3225,22,3243,12,0,0,AgriculturalArea_CommercialBuildingArea_Residential,17,Dresden,172,2569,12200,7844,4,90,,5225,17,2370.6170564579347,6850.568083310101,5149343.102609956,5149954.3921164535
187,37,5145330.024212309,5144682.215868233,5131435.328999694,5145330.024212309,125,0,81,0,0,25,0,0,3,0,0,9,0,0,0,114,0,6,33,18,0,0,3,24,22,24,15,12,0,0,0,124,0,0,56,22,3,6,6,0,9,113,0,0,0,0,0,0,105,3,3,3,49,3,0,45,0,3,18,0,0,3,0,6,0,101,6,0,61,51,18,0,0,83,34,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,44,9,15,0,0,6,0,60,115,27,43,29,3,0,27,59,0,12,0,0,0,27,45,9,15,0,0,0,0,0,266,15,21,27,27,58,51,28,35,9,40,27,84,59,62,105,136,12,6,0,0,0,0,256,0,0,0,0,128,134,0,92,171,262,0,0,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,262,3,265,0,0,0,AgriculturalArea_Residential,2,Dresden,0,0,142,129,0,0,,534,2,254.4112622378545,1638.066134914713,5144363.891576798,5144974.718244997
188,38,5153540.925146971,5152893.010989447,5139646.413696191,5153540.925146971,3838,0,72,0,0,3493,3,0,257,0,0,129,283,0,0,3413,723,994,2026,43,0,415,747,910,1248,450,35,0,0,0,0,3827,0,8,98,27,39,3557,12,4,414,68,2163,0,258,829,0,0,99,173,3299,253,0,0,0,3,0,0,27,1623,1915,253,3660,5,0,147,0,0,0,6,32,1636,2153,1503,713,123,100,0,0,0,132,139,0,9,9,177,50,0,0,0,0,0,0,0,0,1044,293,124,35,3,209,150,1134,3571,1964,856,384,267,106,1964,953,0,286,239,24,106,1964,1104,318,138,37,3,0,0,0,6081,466,355,1196,599,639,1091,810,532,388,725,1293,1236,1519,1301,2799,2062,472,747,3,0,0,0,5710,124,63,149,22,2984,3094,178,529,5380,5869,64,45,93,0,5869,0,0,3,0,0,0,0,9,7,6,3,6,137,5869,211,5996,81,0,0,Residential,2,Dresden,5,111,0,37,0,0,,7247,69,5666.296899437701,6817.278007075605,5152574.800656662,5153185.605901952
189,39,5151980.530979581,5151332.065798147,5138086.999182053,5151980.530979581,108,0,57,0,0,42,0,0,0,0,0,41,0,0,0,66,0,21,28,6,0,5,6,33,15,12,3,15,0,0,0,108,0,0,16,6,3,25,22,0,43,64,0,0,0,0,0,0,94,6,0,0,25,3,0,22,3,0,9,24,10,0,16,3,0,73,0,0,33,28,9,24,11,66,32,6,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,43,3,6,0,0,13,9,38,104,30,40,15,6,0,30,44,0,3,6,0,0,30,42,6,6,0,0,0,0,0,242,21,21,12,27,39,26,29,32,6,44,21,70,51,69,86,133,12,18,0,0,0,0,229,6,3,0,0,128,114,7,38,190,239,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,240,0,0,0,AgriculturalArea_CommercialBuildingArea,2,Dresden,6433,134184,60277,77323,0,326,,199775,81,15855.712123773024,5270.129132274787,5151014.449316568,5151625.142102565
190,40,5149971.753916298,5149324.896377218,5136075.369584217,5149971.753916298,3193,0,278,0,0,2789,23,0,84,0,0,1238,138,3,0,1802,22,963,1805,198,0,36,372,1268,1104,227,84,49,0,0,0,3157,0,38,385,1009,488,760,335,14,1383,594,245,0,517,351,0,0,1066,366,1686,61,38,53,5,56,3,0,554,1842,549,61,1177,54,204,1679,3,0,107,62,567,1890,549,1863,881,248,109,0,0,0,219,159,3,0,3,142,49,0,0,0,0,0,0,0,0,1282,360,180,15,0,414,164,1279,3078,1149,1108,530,220,57,1149,1253,0,385,205,6,57,1149,1310,370,191,21,0,0,0,0,5879,554,333,702,846,874,830,692,750,309,837,751,1711,1137,1443,2354,2652,379,492,3,0,0,0,5693,89,26,25,31,2788,3091,187,724,4971,5832,16,12,3,0,5832,0,0,0,0,0,0,0,0,0,0,0,0,22,5832,38,5823,50,0,0,AgriculturalArea_Residential,7,Dresden,650,5508,5,2691,0,0,,7013,118,8011.836756020038,4354.118311623057,5149005.547518134,5149616.5681639295
191,41,5151532.068142307,5150889.499051678,5137628.106432602,5151532.068142307,5554,0,452,10,0,4709,36,0,320,0,0,627,46,0,139,4703,1737,2087,1232,208,0,908,1416,1483,1159,311,138,53,0,0,0,3161,2341,42,57,191,2934,1790,235,14,820,630,309,0,1287,38,2333,3,3065,88,1011,1329,67,31,45,59,3,0,285,702,2943,1329,4568,46,9,816,13,0,153,70,292,828,4145,1424,551,236,70,0,0,0,315,48,0,3,6,66,42,0,0,0,0,0,0,0,0,999,235,140,18,0,283,120,1019,5177,3446,872,389,145,280,3446,885,0,384,122,21,280,3446,1229,280,147,24,6,0,0,0,7329,413,374,3373,685,559,516,640,490,240,605,3553,1241,801,1109,4664,1945,281,425,12,0,0,0,5553,335,165,783,442,4044,3282,435,1119,5779,6151,268,170,708,7,6151,7,4,11,0,3,3,3,35,6,70,3,37,922,6151,1175,7091,218,3,8,AgriculturalArea_MixedUseArea_Residential,8,Dresden,6,114,0,0,0,0,,12939,132,4963.591342407641,13322.047676580754,5150565.531331097,5151177.4249512805
192,42,5155600.777925951,5154952.856058543,5141706.279135275,5155600.777925951,231,0,171,0,0,47,0,0,0,0,0,22,0,0,0,211,0,13,34,92,0,0,0,33,36,44,54,34,0,0,0,226,0,4,49,23,8,53,70,3,22,204,0,0,0,0,0,0,143,48,29,16,80,41,29,39,9,0,24,7,0,16,3,3,0,204,3,0,145,50,31,14,0,181,85,40,19,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,93,38,31,3,0,18,6,140,223,33,90,81,3,3,33,154,0,16,3,0,3,33,89,42,33,3,0,0,0,0,554,42,56,63,46,111,124,63,28,12,87,76,155,150,86,205,324,12,18,0,0,0,0,546,0,0,3,0,276,266,13,167,363,554,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,0,0,0,554,0,553,0,0,0,Residential,4,Dresden,57,3303,2126,3114,0,0,,6140,2,51.90594491181562,8870.189522297518,5154634.654016807,5155245.457729859
193,43,5138370.761116171,5137724.157978192,5124473.931696348,5138370.761116171,416,0,211,0,0,146,9,0,19,0,0,39,0,0,0,370,0,49,128,60,0,3,13,75,87,75,50,24,0,0,0,394,0,21,178,75,38,21,38,0,40,332,0,0,7,0,4,0,320,46,27,4,99,27,4,97,15,3,120,41,0,4,6,18,0,344,6,0,139,124,123,41,0,262,128,32,24,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,158,39,25,6,0,53,15,167,377,99,140,89,6,0,99,203,0,15,3,0,0,99,155,47,22,6,0,0,0,0,851,47,65,67,64,136,152,113,99,30,108,80,217,213,209,283,463,43,53,0,0,0,0,812,11,0,0,3,415,428,43,232,565,841,3,0,0,0,841,0,0,0,0,0,0,0,0,0,0,0,0,3,841,3,843,3,0,0,AgriculturalArea_Residential,5,Dresden,755,5573,9458,7916,0,8,,12309,303,17064.428246186093,9074.10564930282,5137404.535119851,5138015.607392221
194,44,5147413.754068419,5146767.081974323,5133517.042317677,5147413.754068419,351,0,216,0,0,114,0,0,7,0,0,91,7,0,0,255,0,38,96,107,0,4,19,53,79,81,56,26,0,0,0,336,0,13,48,20,10,41,186,14,98,243,0,0,0,6,0,0,250,55,30,7,96,46,24,53,3,0,69,7,47,7,0,24,0,299,6,0,176,62,69,7,47,257,114,41,47,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,131,74,24,0,0,27,9,191,336,69,121,116,3,0,69,215,0,24,0,0,0,69,133,74,31,3,0,0,0,0,762,53,47,91,74,141,183,90,59,23,102,101,210,228,118,259,443,19,31,0,0,0,0,734,9,0,6,0,399,366,13,125,628,757,6,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,0,3,757,6,755,3,0,0,AgriculturalArea_MixedUseArea_Residential,6,Dresden,57,1781,9,439,0,169,,10978,97,6959.046640073095,3402.9796266312483,5146447.533332859,5147058.591729202
195,46,5153745.953717992,5153096.67435255,5139853.868954208,5153745.953717992,7423,0,1361,0,0,5661,27,0,296,0,0,1411,74,0,0,5907,605,1610,3549,861,0,213,1046,1796,2358,1167,415,222,0,0,0,7308,0,101,1157,812,1642,1714,1483,44,1499,2156,2316,49,730,391,0,11,3178,408,3564,214,562,221,128,472,40,6,1328,1968,2446,214,2987,298,53,3799,58,6,932,530,1361,2022,2566,3908,1697,690,331,0,0,0,287,319,0,15,9,201,96,0,0,0,0,0,0,0,0,2335,895,526,50,3,751,360,2721,7065,3012,2032,1434,391,81,3012,2786,0,667,329,31,81,3012,2363,924,572,58,6,0,0,0,13569,1387,890,1649,1630,2224,1910,1666,1478,715,2130,1811,3868,2668,3115,5565,5962,868,1136,0,0,0,0,12906,256,44,172,40,6653,6915,530,2046,10961,13260,106,24,106,0,13260,0,4,6,0,0,0,0,0,0,9,3,0,203,13260,276,13384,148,6,0,CommercialBuildingArea_Residential,29,Dresden,1167,23227,875,10631,0,2256,,18240,66,9670.85292719681,7410.790689705059,5152779.935406043,5153390.462027678
196,47,5144925.449651637,5144276.789248424,5131032.268405083,5144925.449651637,1099,0,0,0,0,924,61,0,92,0,0,79,41,8,0,959,9,307,569,113,0,51,175,492,219,112,16,3,0,0,0,966,10,120,0,90,712,64,92,58,130,0,11,0,596,232,0,6,103,0,517,450,0,0,0,0,0,0,17,312,292,450,966,0,0,70,0,0,3,6,32,468,560,364,177,51,9,0,0,0,80,6,0,3,0,13,6,0,0,0,0,0,0,0,0,274,54,26,3,0,114,41,210,931,463,248,81,27,99,463,242,0,93,24,3,99,463,321,97,35,6,0,0,0,0,1632,65,73,461,169,145,135,143,220,222,117,482,317,194,526,781,548,197,105,3,0,0,0,1285,80,73,179,9,812,816,106,279,1240,1403,30,61,132,0,1403,7,0,3,0,0,0,0,0,0,17,0,15,164,1403,235,1559,69,0,0,AgriculturalArea_MixedUseArea,8,Dresden,24,352,3,328,0,0,,7622,124,5277.569775768259,2114.0805110994365,5143959.383231063,5144570.036035466
197,50,5141940.5243482925,5141293.113861834,5128045.124700413,5141940.5243482925,965,0,541,0,0,360,0,0,16,0,0,114,0,0,0,856,0,167,330,201,0,9,41,186,251,210,101,82,0,0,0,940,0,23,299,327,74,54,64,3,114,754,0,0,72,0,0,0,697,110,112,41,299,57,17,220,53,9,231,59,0,41,42,84,0,731,46,0,385,287,249,67,0,636,278,84,78,0,0,0,24,33,0,0,3,16,12,0,0,0,0,0,0,0,0,375,168,60,3,3,99,68,422,916,246,333,250,63,6,246,467,0,83,39,3,6,246,352,154,77,18,6,0,0,0,2027,178,128,194,241,341,313,281,225,76,292,215,588,457,477,759,1009,131,110,0,0,0,0,1928,11,13,19,6,1031,1003,49,395,1573,2003,0,7,3,0,2003,0,0,0,0,0,0,0,0,0,3,0,0,9,2003,17,2009,18,0,0,AgriculturalArea_CommercialBuildingArea_Residential,10,Dresden,536,8074,10332,8697,0,1699,,8540,21,9204.975393023244,5099.670373720131,5140974.360871959,5141585.268618521
198,51,5138009.887956614,5137362.816614477,5124113.888701328,5138009.887956614,7299,0,887,3,0,5472,55,3,788,0,0,1627,66,0,254,5323,644,1997,3437,726,0,678,751,1928,2278,989,217,331,0,0,0,6954,204,124,1008,1710,830,2754,551,9,1964,1548,1372,0,1692,283,200,9,2181,427,3228,1417,190,121,153,165,27,9,1134,2380,1624,1417,3489,203,69,3259,47,0,491,218,1230,2902,2407,3082,1209,509,194,0,0,0,401,221,6,16,12,234,102,0,0,0,0,0,0,0,0,1923,666,384,56,6,519,193,2323,6391,3020,1635,1018,412,248,3020,1978,0,679,358,31,248,3020,2062,723,413,62,6,0,0,0,11772,1103,784,2570,1563,1582,1452,1109,1014,610,1713,2757,3141,1973,2215,5845,4266,662,972,15,0,0,0,10809,275,198,383,54,5777,5987,603,1947,9206,11315,146,113,158,0,11315,0,9,6,0,0,3,0,9,3,32,6,35,256,11315,445,11385,366,3,0,AgriculturalArea_CommercialBuildingArea_MixedUseArea_Residential,18,Dresden,160,5243,26,1309,0,1492,,23002,117,4541.564750808317,9075.48543767181,5137043.698223171,5137654.675045186
199,52,5150638.570160859,5149992.506872531,5136740.778379063,5150638.570160859,44,0,12,0,0,26,0,0,0,0,0,15,0,0,0,24,0,12,12,3,0,0,8,7,6,3,6,3,0,0,0,43,0,0,7,10,3,3,14,0,15,17,0,0,0,7,0,0,30,3,4,0,0,0,3,6,0,3,10,16,0,0,0,3,0,38,0,0,9,12,10,16,0,28,6,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,21,44,14,9,9,0,0,14,21,0,6,0,0,0,14,12,9,0,0,0,0,0,0,99,6,9,6,15,25,6,9,6,7,15,6,43,9,21,45,43,3,7,0,0,0,0,92,0,0,0,0,49,47,6,16,75,97,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,3,99,0,0,0,CommercialBuildingArea,2,Dresden,1871,24483,2762,11598,0,4572,,14908,74,10419.024288641163,6092.092455016244,5149672.302303339,5150283.484828586
